"","X","CH","Phase","Slope","R2","RMSE.lm","RMSE.lo","Mass.g","Temp.C","sec","CHvol.mL","Tubevol.mL","Resp.DOY","Type","O2.mg_h","PreSec","PostSec","MO2.Cor","corO2.mg_h","MO2","Ex"
"268",62,1,"M6",-0.0002421242709885,0.909881545058155,0.00877674893434057,0.00596647762410456,0.173,18.816290726817,55005,16.128,1.011,196,"Treat",0.0147883693737272,30094,61162,2.12611120875482e-07,0.0094920137415981,0.0548671314543243,"DF"
"269",63,1,"M7",-0.00028017887691682,0.926318513851306,0.00910154907631024,0.00780110204912386,0.173,18.8327819548872,56285,16.128,1.011,196,"Treat",0.0171126533727748,30094,61162,2.12611120875482e-07,0.011544155505925,0.0667292225776014,"DF"
"270",64,1,"M8",-0.000189014183687069,0.560634394986186,0.0192729618839422,0.0111200274850779,0.173,18.8488471177945,57565,16.128,1.011,196,"Treat",0.0115445327055654,30094,61162,2.12611120875482e-07,0.00570389260399499,0.0329704774797398,"DF"
"271",65,2,"M1",-0.000764182541966013,0.9928850240573,0.00745101192434946,0.00596864788336522,0.312,18.6893483709273,48605,16.128,0.812,196,"Treat",0.0457445783081191,30094,61162,3.11016295568775e-07,0.0399873556608455,0.128164601477069,"DF"
"272",66,2,"M2",-0.000757364997571007,0.993121410993211,0.00725996700035386,0.00516565498624847,0.312,18.7177192982456,49885,16.128,0.812,196,"Treat",0.0453364746465986,30094,61162,3.11016295568775e-07,0.0391811511409969,0.1255806126314,"DF"
"273",67,2,"M3",-0.000763730530936545,0.995106789061673,0.0061685513640727,0.00452858831699202,0.312,18.742380952381,51165,16.128,0.812,196,"Treat",0.0457175205662863,30094,61162,3.11016295568775e-07,0.0391640962023567,0.125525949366528,"DF"
"274",68,2,"M4",-0.000814107450546637,0.983338904670433,0.0122057031016208,0.00500916322735831,0.312,18.7704511278195,52445,16.128,0.812,196,"Treat",0.0487331232756822,30094,61162,3.11016295568775e-07,0.0417815980534245,0.13391537837636,"DF"
"275",69,2,"M5",-0.000799033750415038,0.991880722178017,0.00832674009025815,0.00666224894999789,0.312,18.7951629072682,53725,16.128,0.812,196,"Treat",0.0478307995268445,30094,61162,3.11016295568775e-07,0.0404811734462588,0.129747350789291,"DF"
"276",70,2,"M6",-0.000673935996470396,0.982849633966778,0.0102539859710841,0.00611793477015966,0.312,18.816290726817,55005,16.128,0.812,196,"Treat",0.0403423478975151,30094,61162,3.11016295568775e-07,0.0325946209586013,0.104469938969876,"DF"
"277",71,2,"M7",-0.000783577342651695,0.989730844815197,0.00919330321380919,0.00590650002755901,0.312,18.8327819548872,56285,16.128,0.812,196,"Treat",0.0469055665930046,30094,61162,3.11016295568775e-07,0.0387597387957628,0.124229932037701,"DF"
"278",72,2,"M8",-0.000820108102660718,0.994819940549919,0.00681627561153586,0.00623443489594292,0.312,18.8488471177945,57565,16.128,0.812,196,"Treat",0.0490923271117527,30094,61162,3.11016295568775e-07,0.0405483984561829,0.129962815564689,"DF"
"279",73,3,"M1",-0.000363166071925995,0.985957844965833,0.00499199205725668,0.00408200137032964,0.277,18.6893483709273,48605,16.128,1.091,196,"Treat",0.0221499345260527,30094,61162,3.11807979449148e-07,0.0163780570184696,0.0591265596334641,"DF"
"280",74,3,"M2",-0.000369804620501558,0.984867191332369,0.00527988152192281,0.0045040088327408,0.277,18.7177192982456,49885,16.128,1.091,196,"Treat",0.0225548275699347,30094,61162,3.11807979449148e-07,0.0163838358486566,0.0591474218363053,"DF"
"281",75,3,"M3",-0.000353274382929149,0.983673874605261,0.00524214525297724,0.00501383973358682,0.277,18.742380952381,51165,16.128,1.091,196,"Treat",0.0215466285441083,30094,61162,3.11807979449148e-07,0.0149765226091353,0.0540668686250373,"DF"
"282",76,3,"M4",-0.000328452654433344,0.862146096461394,0.0151276959040599,0.00487577465492832,0.277,18.7704511278195,52445,16.128,1.091,196,"Treat",0.0200327215370749,30094,61162,3.11807979449148e-07,0.013063501388407,0.0471606548317943,"DF"
"283",77,3,"M5",-0.000353157717496785,0.986772025862236,0.00470964165451828,0.00462823251886899,0.277,18.7951629072682,53725,16.128,1.091,196,"Treat",0.0215395129793899,30094,61162,3.11807979449148e-07,0.0141711786170271,0.0511594895921555,"DF"
"284",78,3,"M6",-0.000320099658354118,0.982890104180537,0.00486449006325103,0.00432527962293145,0.277,18.816290726817,55005,16.128,1.091,196,"Treat",0.0195232622826077,30094,61162,3.11807979449148e-07,0.01175581370655,0.0424397606734656,"DF"
"285",79,3,"M7",-0.000473276208231724,0.992137704922201,0.00485270927704402,0.00431487966712674,0.277,18.8327819548872,56285,16.128,1.091,196,"Treat",0.0288656838715027,30094,61162,3.11807979449148e-07,0.0206991210817501,0.0747260688871845,"DF"
"286",80,3,"M8",-0.000433723767181324,0.942475866610541,0.0123419576858906,0.00545369453383612,0.277,18.8488471177945,57565,16.128,1.091,196,"Treat",0.0264533330289096,30094,61162,3.11807979449148e-07,0.017887656025462,0.0645763755431842,"DF"
"287",81,4,"M1",-0.000698587009981678,0.978671900043124,0.0118784271566262,0.00713423559911035,0.312,18.6893483709273,48605,16.128,1.076,196,"Treat",0.0424819143813978,30094,61162,2.77541999317554e-07,0.0373443344320305,0.119693379589841,"DF"
"288",82,4,"M2",-0.000593749508272347,0.962118857848342,0.013570046647698,0.00466560965140987,0.312,18.7177192982456,49885,16.128,1.076,196,"Treat",0.0361066200974514,30094,61162,2.77541999317554e-07,0.0306137863889577,0.0981211102210181,"DF"
"289",83,4,"M3",-0.000684861029601045,0.987971901046667,0.00870381322149047,0.00561856946961191,0.312,18.742380952381,51165,16.128,1.076,196,"Treat",0.0416472210432751,30094,61162,2.77541999317554e-07,0.0357991335756549,0.114740812742484,"DF"
"290",84,4,"M4",-0.000720731461585954,0.979420951497703,0.0120332333709817,0.00613493322161133,0.312,18.7704511278195,52445,16.128,1.076,196,"Treat",0.0438285450567958,30094,61162,2.77541999317554e-07,0.0376252038300491,0.120593602019388,"DF"
"291",85,4,"M5",-0.000592053464829285,0.969420129077043,0.0121116592285206,0.00587384423866358,0.312,18.7951629072682,53725,16.128,1.076,196,"Treat",0.0360034816604266,30094,61162,2.77541999317554e-07,0.0294448866745535,0.094374636777415,"DF"
"292",86,4,"M6",-0.000821026273787396,0.9807547412857,0.0132470639426749,0.00574810665341946,0.312,18.816290726817,55005,16.128,1.076,196,"Treat",0.0499275929405401,30094,61162,2.77541999317554e-07,0.0430137441955405,0.137864564729297,"DF"
"293",87,4,"M7",-0.000697108116549538,0.985046907272419,0.00989277440081492,0.00592893493383257,0.312,18.8327819548872,56285,16.128,1.076,196,"Treat",0.0423919810971173,30094,61162,2.77541999317554e-07,0.0351228785929912,0.11257332882369,"DF"
"294",88,4,"M8",-0.000618353088037431,0.99141625139025,0.0066271670950997,0.00452209207222239,0.312,18.8488471177945,57565,16.128,1.076,196,"Treat",0.0376027933072618,30094,61162,2.77541999317554e-07,0.0299784370440093,0.0960847341154143,"DF"
"295",89,6,"M1",-0.000830549029856452,0.980309574544862,0.0135578901824602,0.0103056647346632,0.317,18.6369172932331,48605,16.128,0.768,196,"Treat",0.0495708205175644,30094,61162,5.32904984463764e-07,0.0397062163501557,0.125256202997337,"CUE"
"296",90,6,"M2",-0.000899267041616715,0.981197811659601,0.0143382285671048,0.0112837218825315,0.317,18.666992481203,49885,16.128,0.768,196,"Treat",0.0536722138186687,30094,61162,5.32904984463764e-07,0.0431254912711463,0.136042559214973,"CUE"
"297",91,6,"M3",-0.000886401708649231,0.972021829720086,0.0173214058875482,0.00997570193841135,0.317,18.6912531328321,51165,16.128,0.768,196,"Treat",0.0529043541397041,30094,61162,5.32904984463764e-07,0.0416755132120682,0.131468495937124,"CUE"
"298",92,6,"M4",-0.000886088902073262,0.973607198216882,0.0168038604370083,0.00946314194817481,0.317,18.7207769423559,52445,16.128,0.768,196,"Treat",0.0528856844669014,30094,61162,5.32904984463764e-07,0.0409747251591518,0.129257808073034,"CUE"
"299",93,6,"M5",-0.000951728624756381,0.98042331652135,0.0154901914083529,0.0107154490105749,0.317,18.744686716792,53725,16.128,0.768,196,"Treat",0.0568033519314097,30094,61162,5.32904984463764e-07,0.0442102742435465,0.139464587519074,"CUE"
"300",94,6,"M6",-0.000950978031092903,0.983603051279465,0.0141423955045058,0.0126848169577285,0.317,18.7654135338346,55005,16.128,0.768,196,"Treat",0.0567585531989613,30094,61162,5.32904984463764e-07,0.0434833571309844,0.13717147359932,"CUE"
"301",95,6,"M7",-0.000931162929771535,0.981277411891878,0.0148147261288137,0.00971559576607396,0.317,18.7822807017544,56285,16.128,0.768,196,"Treat",0.0555759007656562,30094,61162,5.32904984463764e-07,0.0416185863175658,0.131288915828283,"CUE"
"302",96,6,"M8",-0.000962749002100304,0.980874890216298,0.0154842133173836,0.0118165825161336,0.317,18.7985964912281,57565,16.128,0.768,196,"Treat",0.0574610965409554,30094,61162,5.32904984463764e-07,0.0428216637127513,0.135084112658521,"CUE"
"303",97,7,"M1",-0.000771280388177935,0.977073837664657,0.0136080277546087,0.00808722750746512,0.233,18.6369172932331,48605,16.128,0.818,196,"Treat",0.0464054728594242,30094,61162,4.35062275597165e-07,0.0383520350758451,0.164601008909206,"CUE"
"304",98,7,"M2",-0.000507829519470311,0.959052379387441,0.0120862625098457,0.00632414186816247,0.233,18.666992481203,49885,16.128,0.818,196,"Treat",0.0305544771320663,30094,61162,4.35062275597165e-07,0.0219441596357228,0.0941809426425873,"CUE"
"305",99,7,"M3",-0.000569899302845253,0.979876067921739,0.00940697262968544,0.00606838728855008,0.233,18.6912531328321,51165,16.128,0.818,196,"Treat",0.0342890173744298,30094,61162,4.35062275597165e-07,0.0251218201653219,0.107818970666618,"CUE"
"306",100,7,"M4",-0.000701464921355125,0.993574935263769,0.0064971861052259,0.00544615268958899,0.233,18.7207769423559,52445,16.128,0.818,196,"Treat",0.0422048996301895,30094,61162,4.35062275597165e-07,0.0324808227083173,0.139402672567885,"CUE"
"307",101,7,"M5",-0.00070185979932703,0.995759956334455,0.00527520221779929,0.00513736550140657,0.233,18.744686716792,53725,16.128,0.818,196,"Treat",0.0422286581741496,30094,61162,4.35062275597165e-07,0.031947701539513,0.13711459888203,"CUE"
"308",102,7,"M6",-0.000765144247719626,0.993352700130579,0.00720933361948573,0.00701507060802804,0.233,18.7654135338346,55005,16.128,0.818,196,"Treat",0.0460362809236972,30094,61162,4.35062275597165e-07,0.0351984445762962,0.151066285735177,"CUE"
"309",103,7,"M7",-0.000659548512748377,0.973768989866313,0.0124682985155198,0.00636663572713585,0.233,18.7822807017544,56285,16.128,0.818,196,"Treat",0.0396829234568291,30094,61162,4.35062275597165e-07,0.0282882073966637,0.121408615436325,"CUE"
"310",104,7,"M8",-0.000567725771720299,0.991790112737901,0.00594946929515335,0.00536978118464409,0.233,18.7985964912281,57565,16.128,0.818,196,"Treat",0.0341582429619409,30094,61162,4.35062275597165e-07,0.0222066471890112,0.0953074986652841,"CUE"
"311",105,8,"M1",-0.000556870212743159,0.97601040120561,0.010055858787921,0.00619935851454238,0.252,18.6369172932331,48605,16.128,0.949,196,"Treat",0.0337296287858532,30094,61162,4.59132608251734e-07,0.0252306250745053,0.100121528073434,"CUE"
"312",106,8,"M2",-0.000506026870417441,0.990434697870328,0.00572784042627722,0.00537483498826538,0.252,18.666992481203,49885,16.128,0.949,196,"Treat",0.0306500475411844,30094,61162,4.59132608251734e-07,0.0215633540912743,0.0855688654415647,"CUE"
"313",107,8,"M3",-0.000598115210538964,0.98976813107796,0.00700448978950633,0.00511882977723717,0.252,18.6912531328321,51165,16.128,0.949,196,"Treat",0.0362278383023451,30094,61162,4.59132608251734e-07,0.0265534551138728,0.105370853626479,"CUE"
"314",108,8,"M4",-0.000507884227699102,0.981168828132203,0.00810424267614115,0.00558363457976581,0.252,18.7207769423559,52445,16.128,0.949,196,"Treat",0.0307625476717346,30094,61162,4.59132608251734e-07,0.0205004747447001,0.0813510902567466,"CUE"
"315",109,8,"M5",-0.000577077291065925,0.982840904338525,0.00878254693531424,0.00614600685779776,0.252,18.744686716792,53725,16.128,0.949,196,"Treat",0.0349535715198631,30094,61162,4.59132608251734e-07,0.0241038088542664,0.0956500351359776,"CUE"
"316",110,8,"M6",-0.000626647562844589,0.990612427070254,0.0070263380342482,0.00639659227978822,0.252,18.7654135338346,55005,16.128,0.949,196,"Treat",0.0379560428814968,30094,61162,4.59132608251734e-07,0.0265185904773378,0.105232501894198,"CUE"
"317",111,8,"M7",-0.000600457198712933,0.992081188479927,0.00617901657545632,0.00533788431777046,0.252,18.7822807017544,56285,16.128,0.949,196,"Treat",0.0363696925260424,30094,61162,4.59132608251734e-07,0.0243445503833212,0.0966053586639731,"CUE"
"318",112,8,"M8",-0.000668868402848646,0.989644615311805,0.00788070507034114,0.00634285441462771,0.252,18.7985964912281,57565,16.128,0.949,196,"Treat",0.0405133591605425,30094,61162,4.59132608251734e-07,0.0279005272792591,0.110716378092298,"CUE"
"319",1,1,"M1",-0.000359504729253821,0.865800599201856,0.0163024119736071,0.00583463715076641,0.196,18.5009523809524,38899,16.128,1.011,197,"SMR",0.0219279190598909,31110,62043,-6.46261176344995e-08,0.0224312918901461,0.114445366786459,"DF"
"320",2,1,"M2",-0.000197951340903838,0.933030927421904,0.00610841421504636,0.00476173611013741,0.196,18.5264160401003,40179,16.128,1.011,197,"SMR",0.0120740024481614,31110,62043,-6.46261176344995e-08,0.0126600967089887,0.0645923301479015,"DF"
"321",3,1,"M3",-0.000412998955571117,0.903668810891447,0.0155313310218513,0.00614302696179242,0.196,18.5602005012531,41459,16.128,1.011,197,"SMR",0.0251907886952691,31110,62043,-6.46261176344995e-08,0.0258596043866686,0.13193675707484,"DF"
"322",4,1,"M4",-0.000271216773240351,0.966112167269315,0.00585066962267273,0.00511950017602893,0.196,18.5859398496241,42739,16.128,1.011,197,"SMR",0.0165428128404406,31110,62043,-6.46261176344995e-08,0.0172943499624122,0.0882364794000621,"DF"
"323",5,1,"M5",-0.000323833061114655,0.947823946605544,0.00875132612226925,0.00604934277222877,0.196,18.6085714285714,44019,16.128,1.011,197,"SMR",0.0197521327960762,31110,62043,-6.46261176344995e-08,0.0205863913486199,0.10503260892153,"DF"
"324",6,1,"M6",-0.000198217730233598,0.792375185295549,0.0116868535867909,0.00528699919577509,0.196,18.6297994987469,45299,16.128,1.011,197,"SMR",0.0120902508120523,31110,62043,-6.46261176344995e-08,0.0130072307951682,0.0663634224243274,"DF"
"325",7,1,"M7",-0.000233936990371056,0.914170245059779,0.00825629500956462,0.00488337921771645,0.196,18.650701754386,46579,16.128,1.011,197,"SMR",0.0142689399402845,31110,62043,-6.46261176344995e-08,0.0152686413539726,0.0779012313978191,"DF"
"326",8,1,"M8",-0.000348249685832125,0.946222090503076,0.00956262353211842,0.00664029840181678,0.196,18.6705263157895,47859,16.128,1.011,197,"SMR",0.0212414199373933,31110,62043,-6.46261176344995e-08,0.0223238427816535,0.113897157049253,"DF"
"327",9,2,"M1",-0.000735643562246697,0.9929944380621,0.00711699118642101,0.00527365301262061,0.282,18.5009523809524,38899,16.128,0.812,197,"SMR",0.0441156616556597,31110,62043,-2.89263908313821e-08,0.0443409693138454,0.157237479836331,"DF"
"328",10,2,"M2",-0.000693061455221261,0.99197933520886,0.00717805076347117,0.00532527500088153,0.282,18.5264160401003,40179,16.128,0.812,197,"SMR",0.0415620637958728,31110,62043,-2.89263908313821e-08,0.0418243972343226,0.148313465369938,"DF"
"329",11,2,"M3",-0.00044597300036597,0.922275993731949,0.0149120246343872,0.00501678711112953,0.282,18.5602005012531,41459,16.128,0.812,197,"SMR",0.0267444656643468,31110,62043,-2.89263908313821e-08,0.0270438248830607,0.095900088237804,"DF"
"330",12,2,"M4",-0.000691344550815103,0.970496902524197,0.0138839225718562,0.0058426419312071,0.282,18.5859398496241,42739,16.128,0.812,197,"SMR",0.0414591030989208,31110,62043,-2.89263908313821e-08,0.0417954880978989,0.148210950701769,"DF"
"331",13,2,"M5",-0.0006442618577707,0.990342792276555,0.00732784615971634,0.00523655222462587,0.282,18.6085714285714,44019,16.128,0.812,197,"SMR",0.0386356104962796,31110,62043,-2.89263908313821e-08,0.0390090212755219,0.138329862679156,"DF"
"332",14,2,"M6",-0.000630416222251975,0.980498308181703,0.0102404963956573,0.00609110917414548,0.282,18.6297994987469,45299,16.128,0.812,197,"SMR",0.0378053043489843,31110,62043,-2.89263908313821e-08,0.0382157409084907,0.135516811732237,"DF"
"333",15,2,"M7",-0.000794437581019527,0.986483804643926,0.0107108253866686,0.00637292664988634,0.282,18.650701754386,46579,16.128,0.812,197,"SMR",0.0476414684086438,31110,62043,-2.89263908313821e-08,0.0480889307484145,0.170528123221328,"DF"
"334",16,2,"M8",-0.00069057755526029,0.987169856546807,0.00906803486089652,0.00545296946465209,0.282,18.6705263157895,47859,16.128,0.812,197,"SMR",0.0414131072958933,31110,62043,-2.89263908313821e-08,0.0418975954159281,0.148573033389816,"DF"
"335",17,3,"M1",-0.000191015572233283,0.911483295784918,0.00685627049526814,0.00455504079394897,0.245,18.5009523809524,38899,16.128,1.091,197,"SMR",0.0116722739631159,31110,62043,-1.83911437046545e-08,0.0118155225814314,0.0482266227813528,"DF"
"336",18,3,"M2",-0.000447244927769553,0.935882221815581,0.0134835722387792,0.00566750132964149,0.245,18.5264160401003,40179,16.128,1.091,197,"SMR",0.0273295274542574,31110,62043,-1.83911437046545e-08,0.0274963167365149,0.112229864230673,"DF"
"337",19,3,"M3",-0.000308159055218529,0.968857766764159,0.00636356825342384,0.00500558855686512,0.245,18.5602005012531,41459,16.128,1.091,197,"SMR",0.0188304904918055,31110,62043,-1.83911437046545e-08,0.019020820438005,0.0776360017877755,"DF"
"338",20,3,"M4",-0.000247256164891104,0.946560000063696,0.00676685994513433,0.00451882723101992,0.245,18.5859398496241,42739,16.128,1.091,197,"SMR",0.0151089341143018,31110,62043,-1.83911437046545e-08,0.0153228047244432,0.0625420600997681,"DF"
"339",21,3,"M5",-0.000243312440633109,0.916617515449088,0.00845256586670449,0.00536186862589401,0.245,18.6085714285714,44019,16.128,1.091,197,"SMR",0.014867947322303,31110,62043,-1.83911437046545e-08,0.0151053585963864,0.0616545248832097,"DF"
"340",22,3,"M6",-0.000408467376035166,0.963610296091217,0.00914274967775541,0.00575476971036491,0.245,18.6297994987469,45299,16.128,1.091,197,"SMR",0.0249599708669553,31110,62043,-1.83911437046545e-08,0.0252209228049806,0.102942542061145,"DF"
"341",23,3,"M7",-0.000304381758782889,0.948855732422814,0.00813950360354979,0.00443877991395874,0.245,18.650701754386,46579,16.128,1.091,197,"SMR",0.0185996735048908,31110,62043,-1.83911437046545e-08,0.0188841661068581,0.0770782290075839,"DF"
"342",24,3,"M8",-0.00046857303216479,0.987480027546727,0.00607709079629573,0.0048036037787836,0.245,18.6705263157895,47859,16.128,1.091,197,"SMR",0.0286328111326745,31110,62043,-1.83911437046545e-08,0.0289408443985838,0.118125895504424,"DF"
"343",25,4,"M1",-0.000383799592947409,0.962129663038008,0.00877037576368492,0.00473239953264861,0.234,18.5009523809524,38899,16.128,1.076,197,"SMR",0.0234470847323431,31110,62043,-2.92535549035862e-08,0.0236749406714872,0.10117496013456,"DF"
"344",26,4,"M2",-0.000484420806459735,0.982555384873316,0.0074345703110823,0.00485916262478363,0.234,18.5264160401003,40179,16.128,1.076,197,"SMR",0.0295942359082381,31110,62043,-2.92535549035862e-08,0.0298595363976588,0.127604856400251,"DF"
"345",27,4,"M3",-0.000442608797821331,0.984807495293278,0.00633198632173253,0.00465720931550551,0.234,18.5602005012531,41459,16.128,1.076,197,"SMR",0.0270398566765007,31110,62043,-2.92535549035862e-08,0.0273426017161979,0.116848725282897,"DF"
"346",28,4,"M4",-0.000371548482961027,0.958010349407389,0.00895947229958449,0.00545546892614411,0.234,18.5859398496241,42739,16.128,1.076,197,"SMR",0.0226986399210551,31110,62043,-2.92535549035862e-08,0.0230388295110289,0.0984565363719183,"DF"
"347",29,4,"M5",-0.00033419462509182,0.95252959216615,0.00859315434774783,0.00539533819304189,0.234,18.6085714285714,44019,16.128,1.076,197,"SMR",0.0204166180361094,31110,62043,-2.92535549035862e-08,0.0207942521763598,0.0888643255399993,"DF"
"348",30,4,"M6",-0.00040204276796682,0.964142157479726,0.00893047798719328,0.00548730974800335,0.234,18.6297994987469,45299,16.128,1.076,197,"SMR",0.024561596780629,31110,62043,-2.92535549035862e-08,0.024976675471156,0.106737929363914,"DF"
"349",31,4,"M7",-0.000439380796789143,0.959073021104826,0.0104544451243973,0.00524041689651025,0.234,18.650701754386,46579,16.128,1.076,197,"SMR",0.0268426516374423,31110,62043,-2.92535549035862e-08,0.0272951748782459,0.11664604648823,"DF"
"350",32,4,"M8",-0.000434481919053171,0.980873593091507,0.00698815920964946,0.00437990330845185,0.234,18.6705263157895,47859,16.128,1.076,197,"SMR",0.0265433693987963,31110,62043,-2.92535549035862e-08,0.0270333371898765,0.115527082008019,"DF"
"351",33,6,"M1",-0.000619327277917407,0.936613776087415,0.0185574494813885,0.00895117699242238,0.309,18.3712781954887,38899,16.128,0.768,197,"SMR",0.0369820136117377,31110,62043,-2.73819020899003e-07,0.03911478996552,0.126585080794563,"CUE"
"352",34,6,"M2",-0.00032759703623685,0.932603403516975,0.0101435823031911,0.00815102345460938,0.309,18.3973684210526,40179,16.128,0.768,197,"SMR",0.0195618673442183,31110,62043,-2.73819020899003e-07,0.0220451320447513,0.0713434694004898,"CUE"
"353",35,6,"M3",-0.000708267429401799,0.978767477503219,0.0120154270411426,0.00851849818291281,0.309,18.4287719298246,41459,16.128,0.768,197,"SMR",0.0422929146653555,31110,62043,-2.73819020899003e-07,0.0451266677126393,0.146040995833784,"CUE"
"354",36,6,"M4",-0.000514350385228258,0.96530789052486,0.0112311028439326,0.00905897642651464,0.309,18.4552631578947,42739,16.128,0.768,197,"SMR",0.030713507423212,31110,62043,-2.73819020899003e-07,0.0338977488172465,0.109701452482998,"CUE"
"355",37,6,"M5",-0.000171446457732901,0.535775293836776,0.0183815533333573,0.00919158960058026,0.309,18.4779949874687,44019,16.128,0.768,197,"SMR",0.0102376166198963,31110,62043,-2.73819020899003e-07,0.0137723463606815,0.0445707001963803,"CUE"
"356",38,6,"M6",-0.000330825266926907,0.789789168504394,0.0196585525885518,0.00819777360647265,0.309,18.5006766917293,45299,16.128,0.768,197,"SMR",0.0197546353290598,31110,62043,-2.73819020899003e-07,0.0236398534165957,0.076504379988983,"CUE"
"357",39,6,"M7",-0.000353209216596222,0.955138642335523,0.00881690039607443,0.00767765238060576,0.309,18.5204010025063,46579,16.128,0.768,197,"SMR",0.0210912525924535,31110,62043,-2.73819020899003e-07,0.0253269590267402,0.0819642686949522,"CUE"
"358",40,6,"M8",-0.000611412060808138,0.959170941245531,0.0145295307240702,0.00876623225509477,0.309,18.5415288220551,47859,16.128,0.768,197,"SMR",0.0365093706694485,31110,62043,-2.73819020899003e-07,0.0410955654504859,0.132995357444938,"CUE"
"359",41,7,"M1",-0.00051973646027289,0.886673161122857,0.0214017210366527,0.0106050129081007,0.214,18.3712781954887,38899,16.128,0.818,197,"SMR",0.0313064296318296,31110,62043,-1.03818876799031e-07,0.0321150748632173,0.150070443286062,"CUE"
"360",42,7,"M2",-0.000682273439358333,0.936312410538379,0.0204953995498769,0.0122619679309723,0.214,18.3973684210526,40179,16.128,0.818,197,"SMR",0.0410968770744371,31110,62043,-1.03818876799031e-07,0.0420384104681275,0.196441170411811,"CUE"
"361",43,7,"M3",-0.000536516208382891,0.876242813309595,0.0232239846078066,0.0130205293397426,0.214,18.4287719298246,41459,16.128,0.818,197,"SMR",0.0323171611151851,31110,62043,-1.03818876799031e-07,0.0333915826711783,0.156035433042889,"CUE"
"362",44,7,"M4",-0.000594115563354286,0.93294481218443,0.0183459435352754,0.0110327774541798,0.214,18.4552631578947,42739,16.128,0.818,197,"SMR",0.0357866697817581,31110,62043,-1.03818876799031e-07,0.036993979500054,0.172869063084365,"CUE"
"363",45,7,"M5",-0.000502113975459125,0.848683350539879,0.0244204540803269,0.0104111441989079,0.214,18.4779949874687,44019,16.128,0.818,197,"SMR",0.0302449357345755,31110,62043,-1.03818876799031e-07,0.0315851336151742,0.147594082313898,"CUE"
"364",46,7,"M6",-0.000684778928185332,0.92176475222955,0.0229785425416638,0.00868204594864826,0.214,18.5006766917293,45299,16.128,0.818,197,"SMR",0.0412477956950291,31110,62043,-1.03818876799031e-07,0.0427208817379305,0.199630288495003,"CUE"
"365",47,7,"M7",-0.000593198655284768,0.953608245565197,0.0150701115211536,0.00892142439993943,0.214,18.5204010025063,46579,16.128,0.818,197,"SMR",0.0357314396408091,31110,62043,-1.03818876799031e-07,0.0373374138460133,0.174473896476698,"CUE"
"366",48,7,"M8",-0.000581847247523384,0.928459711893473,0.0186030307344412,0.0106019698682106,0.214,18.5415288220551,47859,16.128,0.818,197,"SMR",0.0350476853240205,31110,62043,-1.03818876799031e-07,0.0367865476915275,0.171899755567885,"CUE"
"367",49,8,"M1",-0.000459988917925211,0.983317052933563,0.00690109296603101,0.00602087389412779,0.248,18.3712781954887,38899,16.128,0.949,197,"SMR",0.0278681525991482,31110,62043,-1.95861098662601e-08,0.0280207088088965,0.112986729068131,"CUE"
"368",50,8,"M2",-0.000454935070031452,0.988795598777785,0.00557790854684617,0.00540101151246812,0.248,18.3973684210526,40179,16.128,0.949,197,"SMR",0.0275619682568135,31110,62043,-1.95861098662601e-08,0.0277395946871906,0.111853204383833,"CUE"
"369",51,8,"M3",-0.000532364332299433,0.990885166343938,0.00588101882305993,0.00520707816352855,0.248,18.4287719298246,41459,16.128,0.949,197,"SMR",0.0322529736537618,31110,62043,-1.95861098662601e-08,0.0324556703047677,0.130869638325676,"CUE"
"370",52,8,"M4",-0.000498667794126737,0.990787864796712,0.00553837096380414,0.00545581062004361,0.248,18.4552631578947,42739,16.128,0.949,197,"SMR",0.0302114891064919,31110,62043,-1.95861098662601e-08,0.0304392559781266,0.122738935395672,"CUE"
"371",53,8,"M5",-0.000501743668086215,0.992963579757054,0.00486487890065646,0.00472104011123475,0.248,18.4779949874687,44019,16.128,0.949,197,"SMR",0.0303978390848025,31110,62043,-1.95861098662601e-08,0.030650676177066,0.123591436197847,"CUE"
"372",54,8,"M6",-0.000548401578846297,0.99130506593966,0.00591574014257581,0.00472831717079193,0.248,18.5006766917293,45299,16.128,0.949,197,"SMR",0.0332245806134556,31110,62043,-1.95861098662601e-08,0.033502487926348,0.135090677122371,"CUE"
"373",55,8,"M7",-0.00045249328841293,0.981788625424816,0.00709831741963499,0.00473992530956211,0.248,18.5204010025063,46579,16.128,0.949,197,"SMR",0.0274140343825243,31110,62043,-1.95861098662601e-08,0.0277170119160455,0.111762144822764,"CUE"
"374",56,8,"M8",-0.000581566368253566,0.978711585863967,0.00987926153116262,0.00582288227112767,0.248,18.5415288220551,47859,16.128,0.949,197,"SMR",0.0352338494808214,31110,62043,-1.95861098662601e-08,0.0355618972349713,0.143394746915207,"CUE"
"375",57,1,"M1",-0.000272169065094742,0.982309280640635,0.00420695913154706,0.00400133453677958,0.196,18.6142606516291,50006,16.128,1.011,197,"Treat",0.0166008976916408,31110,62043,-6.46261176344995e-08,0.0178220728104623,0.0909289429105219,"DF"
"376",58,1,"M2",-0.000194151904086988,0.880269309226979,0.00824740889253127,0.00409928667111497,0.196,18.6454636591479,51286,16.128,1.011,197,"Treat",0.011842256559405,31110,62043,-6.46261176344995e-08,0.0131461531087987,0.0670722097387688,"DF"
"377",59,1,"M3",-0.000251583313991222,0.966497763119757,0.00539509651258043,0.00496364965956755,0.196,18.6673934837093,52566,16.128,1.011,197,"Treat",0.0153452739202318,31110,62043,-6.46261176344995e-08,0.0167318919001976,0.0853667954091715,"DF"
